u,g,r,i,z,gaia_g,bp,rp
17.8278,16.8923,16.5704,16.4835,16.4342,16.57104,16.84586,16.13341
18.1375,17.1662,16.7668,16.6094,16.5323,16.76653,17.093,16.27413
16.92133,15.90324,15.49594,15.36394,15.30989,15.48782,15.7997,15.00949
17.6043,16.5794,16.2146,16.0679,16.0379,16.21332,16.51105,15.74229
16.9387,15.9709,15.6609,15.532,15.5496,15.64054,15.89273,15.22998
16.6146,15.6689,15.2813,15.1792,15.098,15.27861,15.57355,14.81581
16.9929,16.0403,15.6931,15.5704,15.5122,15.69604,15.98166,15.24418
18.09696,17.12363,16.62476,16.47709,16.37152,16.64958,17.01253,16.11784
16.506,15.5855,15.3581,15.2682,15.2557,15.33911,15.57914,14.93633
17.6141,16.6155,16.3028,16.172,16.1332,16.291,16.56954,15.84599
17.3009,16.3068,15.927,15.7654,15.7259,15.92056,16.22293,15.44336
15.0465,14.1494,13.8474,13.7736,13.7643,13.85131,14.09862,13.44057
17.82801,16.20189,15.43016,15.20844,15.0255,15.50925,15.99461,14.85276
17.111,16.1901,15.9173,15.8113,15.7911,15.88525,16.14526,15.45516
16.8991,16.0461,15.8466,15.7373,15.7292,15.79154,16.02557,15.40962
17.0498,16.0501,15.7017,15.5585,15.502,15.71914,15.97847,15.20799
17.22268,16.15769,15.69789,15.52018,15.44563,15.71122,16.04881,15.19818
17.6512,16.6823,16.3525,16.2132,16.1721,16.34453,16.6268,15.88913
17.3118,16.4167,16.0871,15.9456,15.9318,16.07023,16.34786,15.6269
15.8217,14.9266,14.6576,14.574,14.5512,14.64276,14.87742,14.24384
17.4272,16.5576,16.2848,16.1633,16.1368,16.26249,16.51552,15.83861
17.7258,16.7803,16.4295,16.2827,16.1975,16.42436,16.72817,15.95792
17.8414,17.0008,16.7083,16.6109,16.5829,16.70296,16.97417,16.26868
18.5342,17.53,17.0949,16.8732,16.8085,17.07236,17.4157,16.55972
17.1751,16.2855,15.8904,15.7578,15.6874,15.88984,16.20094,15.39384
18.0161,17.1057,16.8747,16.7716,16.7767,16.83993,17.06351,16.4607
17.8037,16.836,16.4691,16.3546,16.3058,16.48275,16.76907,16.03175
16.0131,15.0583,14.6774,14.5619,14.519,14.66637,14.94373,14.22138
17.3479,16.4025,16.1502,16.02,16.0119,16.12259,16.37971,15.70141
16.6096,15.7009,15.3484,15.2977,15.2266,15.3529,15.62385,14.91184
17.0321,16.1399,15.7501,15.6085,15.569,15.76533,16.05837,15.29328
18.1854,17.1714,16.8452,16.71,16.6638,16.8373,17.12384,16.37237
16.9192,16.039,15.753,15.6862,15.7101,15.76009,15.99352,15.37061
18.5524,17.5814,17.2734,17.141,17.0763,17.24638,17.54629,16.82186
16.258,15.3927,15.1721,15.0869,15.0719,15.14201,15.36704,14.75458
16.41321,15.39577,15.01282,14.86949,14.81091,15.00659,15.30978,14.52939
16.1138,15.2534,14.9489,14.8117,14.8403,14.94531,15.20841,14.51013
17.2404,16.3442,16.0901,16.0166,16.0013,16.0619,16.29951,15.65669
17.7755,16.7203,16.3314,16.1526,16.0786,16.32422,16.65395,15.80982
17.0676,16.2158,15.9788,15.8953,15.8655,15.93883,16.18182,15.54137
17.5755,16.6037,16.2297,16.124,16.07,16.23696,16.52693,15.79439
16.716,15.7304,15.4001,15.2621,15.2116,15.39221,15.67356,14.93681
18.0804,17.1173,16.8221,16.7058,16.6479,16.81281,17.09372,16.38183
18.433,17.421,17.0993,16.9655,16.899,17.07877,17.37066,16.6171
16.1683,15.2827,14.9879,14.8678,14.8763,14.97257,15.21757,14.56106
17.1366,16.1436,15.817,15.6974,15.6514,15.80423,16.08226,15.35163
17.7775,16.7916,16.4618,16.3289,16.3096,16.45398,16.73337,16.01401
17.6962,16.6898,16.3076,16.1905,16.1513,16.33402,16.62549,15.86827
17.0361,16.1029,15.7723,15.6483,15.6265,15.76905,16.04825,15.3266
17.4105,16.4226,16.1014,15.9614,15.9339,16.08568,16.37003,15.63635
18.9392,17.9453,17.5895,17.4102,17.3478,17.5666,17.89068,17.08907
18.57644,17.4517,17.01933,16.8553,16.76358,17.01518,17.36481,16.51699
17.20505,16.19631,15.76263,15.62241,15.52827,15.77493,16.10352,15.26502
17.092,16.0572,15.6986,15.5747,15.5069,15.68986,15.99768,15.22019
16.7573,15.8209,15.5866,15.5295,15.5355,15.56275,15.77694,15.18303
17.2901,16.3862,16.0803,15.9797,15.98,16.0809,16.33939,15.65967
17.4832,16.6038,16.2407,16.1193,16.0789,16.22171,16.49818,15.77809
16.91096,16.07997,15.79793,15.7055,15.66654,15.78985,16.03059,15.38373
17.4796,16.5841,16.3139,16.2319,16.2138,16.2946,16.54681,15.88908
17.0053,16.1541,15.8993,15.7936,15.7754,15.88231,16.13302,15.46861
18.0828,17.0699,16.7203,16.559,16.5088,16.72272,17.02199,16.25657
18.51344,17.32343,17.37971,17.492,17.58537,17.33238,17.43411,17.16138
16.5753,15.5702,15.1782,15.0383,15.0172,15.16816,15.47412,14.69071
16.26267,15.25805,14.90749,14.75634,14.73548,14.88837,15.18527,14.4227
16.8217,15.8733,15.59,15.5147,15.4744,15.60964,15.83173,15.15717
16.4535,15.5459,15.1809,15.0323,15.0382,15.18106,15.46951,14.71791
17.6852,16.8246,16.5538,16.4427,16.4484,16.52341,16.76514,16.11823
18.1886,17.1881,16.7769,16.5959,16.5861,16.76453,17.0665,16.28425
17.60445,16.75392,16.5278,16.43366,16.41235,16.49673,16.73815,16.0925
16.4697,15.5245,15.1598,15.0404,15.0566,15.1814,15.4564,14.74027
17.5323,16.5957,16.2201,16.0502,15.9722,16.2272,16.54231,15.74557
16.9536,15.9513,15.5788,15.4605,15.4485,15.5845,15.87775,15.12648
17.0191,15.9835,15.5679,15.3787,15.3126,15.57314,15.90563,15.06003
17.0095,16.0944,15.81,15.7086,15.6847,15.79615,16.0602,15.36711
16.1024,15.1814,14.9193,14.7983,14.7867,14.8969,15.14886,14.4749
17.1461,16.3162,16.0231,15.8986,15.9355,15.99043,16.24091,15.57808
18.1851,17.1993,16.9234,16.7792,16.7518,16.8961,17.16817,16.47283
17.18,16.2831,15.9804,15.8787,15.8408,15.9663,16.22139,15.5426
17.5951,16.6179,16.2415,16.0859,16.0507,16.24056,16.55144,15.75573
18.5844,17.6053,17.2785,17.1629,17.1613,17.27946,17.55728,16.84415
16.8641,15.8816,15.5657,15.4764,15.4211,15.56918,15.84458,15.12363
16.45146,15.46745,15.063,14.92123,14.8276,15.06634,15.37371,14.5741
17.4448,16.5601,16.2611,16.169,16.1911,16.25654,16.50857,15.84076
16.7151,15.7455,15.4255,15.3401,15.2994,15.44131,15.71218,14.99881
17.7096,16.7467,16.4433,16.3163,16.2846,16.4339,16.70731,16.00168
16.7107,15.7345,15.4641,15.3833,15.3691,15.45415,15.70274,15.04621
16.6883,15.8082,15.5402,15.4496,15.3954,15.5176,15.77221,15.10017
17.9533,16.9554,16.6035,16.4595,16.4369,16.60439,16.89149,16.14586
17.3966,16.52,16.1949,16.0716,16.0415,16.1808,16.44749,15.7402
17.3803,16.4102,16.1522,16.072,16.0654,16.13976,16.37706,15.7526
16.377,15.4067,15.0683,14.8672,14.8612,15.0468,15.33645,14.58144
16.7213,15.7846,15.4905,15.3938,15.3865,15.49171,15.74987,15.0771
18.0264,17.0581,16.7581,16.6357,16.5681,16.74137,17.01603,16.28418
17.2029,16.2578,15.8661,15.7186,15.6311,15.85292,16.17371,15.36443
16.5815,15.6953,15.2959,15.134,15.0719,15.28871,15.60415,14.79994
17.2336,16.2441,15.8852,15.7304,15.6658,15.86212,16.15474,15.39248
17.9609,17.0121,16.7702,16.6833,16.6605,16.73977,16.97262,16.35126
18.0793,17.1671,16.818,16.6853,16.6296,16.8254,17.10283,16.36536
17.8211,16.8411,16.5384,16.4244,16.3571,16.52375,16.79953,16.08265
18.448,17.5556,17.1127,16.9773,16.891,17.13153,17.46548,16.63186
17.0979,16.2034,15.9501,15.8446,15.8163,15.91519,16.15929,15.50323
17.2914,16.2815,15.8491,15.7007,15.6377,15.86254,16.18703,15.36247
16.1763,15.2045,14.9151,14.802,14.7981,14.90844,15.17327,14.47464
18.8492,17.8483,17.5157,17.3566,17.3132,17.50214,17.80004,17.03578
17.0579,16.1109,15.7862,15.6289,15.6347,15.84944,16.04172,15.31679
17.6078,16.7052,16.3955,16.2949,16.2768,16.39091,16.66063,15.95865
17.01375,16.15606,15.84978,15.71066,15.67063,15.83834,16.09961,15.40266
17.2145,16.2164,15.879,15.7407,15.7039,15.87792,16.1641,15.4161
16.52,15.5086,15.1608,15.0177,15.015,15.15622,15.44638,14.69621
18.2984,17.4919,17.0846,16.9731,16.8884,17.10282,17.39802,16.64097
17.0777,16.0797,15.6878,15.5599,15.4837,15.68538,15.99593,15.19511
18.0659,17.1654,16.8502,16.7372,16.7344,16.86044,17.13752,16.42566
16.5755,15.6873,15.4251,15.3423,15.3186,15.44039,15.65706,14.99857
18.8161,17.8688,17.5313,17.397,17.3542,17.50734,17.79497,17.05439
18.4454,17.449,17.1424,17.0458,17.0456,17.13924,17.39261,16.73655
18.3909,17.3815,17.0682,16.9672,16.9525,17.06264,17.32217,16.64863
16.6683,15.6775,15.3391,15.2097,15.1184,15.31651,15.6085,14.8477
17.3688,16.5257,16.2919,16.2109,16.2103,16.26716,16.4911,15.88554
16.9844,16.1119,15.878,15.8237,15.7791,15.85645,16.06819,15.48599
17.9448,16.9573,16.6604,16.5517,16.4914,16.69122,16.88888,16.16623
18.3726,17.417,17.071,16.9284,16.8768,17.04689,17.34078,16.5968
17.4386,16.4363,16.0336,15.9075,15.8542,16.05058,16.36342,15.55886
16.7034,15.7138,15.4329,15.3427,15.3246,15.4221,15.67297,15.00905
17.8617,16.9417,16.6854,16.6211,16.6046,16.70583,16.94341,16.31597
16.7832,15.7986,15.5156,15.3992,15.3603,15.49386,15.75998,15.067
16.9179,15.8715,15.4237,15.2813,15.2218,15.44543,15.76645,14.95168
16.6445,15.6798,15.3538,15.2291,15.2197,15.34898,15.62524,14.90828
18.6145,17.6894,17.2674,17.12,17.0471,17.28156,17.611,16.79427
17.1136,16.1613,15.8617,15.7452,15.7209,15.84689,16.11252,15.41526
18.3666,17.4159,17.1382,17.0263,16.9645,17.11599,17.38118,16.68403
17.3239,16.3776,16.0198,15.9272,15.8905,16.04289,16.31448,15.60219
16.6348,15.6392,15.3493,15.2266,15.2016,15.32819,15.59691,14.89069
17.1274,16.2401,15.9558,15.8554,15.8237,15.94583,16.20608,15.52492
16.2732,15.262,14.9423,14.7826,14.7619,14.93728,15.22506,14.47252
16.92,15.9695,15.5401,15.4306,15.4034,15.55434,15.84838,15.0856
18.2542,17.2274,16.8372,16.6925,16.6126,16.82339,17.14122,16.35023
17.9173,16.9548,16.6368,16.5503,16.5178,16.63336,16.8862,16.2141
17.2531,16.305,16.0009,15.8678,15.8417,15.96855,16.23577,15.53689
16.9621,15.9928,15.7174,15.6016,15.5643,15.69693,15.96947,15.26832
17.994,17.07,16.7849,16.6873,16.6725,16.77854,17.04131,16.35603
16.4512,15.4933,15.1591,15.0308,14.9905,15.14575,15.43254,14.68805
17.9064,16.9446,16.6243,16.5053,16.4862,16.61604,16.88991,16.17409
18.1706,17.2314,16.8572,16.6766,16.6456,16.87103,17.16544,16.35213
17.9851,17.0213,16.6448,16.4541,16.4281,16.63244,16.93809,16.15281
15.8265,14.9032,14.5674,14.345,14.3357,14.54239,14.83977,14.07072
17.7073,16.7848,16.5126,16.3992,16.3668,16.49048,16.74418,16.07583
18.0576,17.115,16.8172,16.6675,16.6438,16.79528,17.07272,16.3492
17.1746,16.2323,15.8877,15.7714,15.7611,15.88835,16.16443,15.44325
17.245,16.3118,16.0813,16.0041,15.9967,16.05281,16.27223,15.6693
17.5482,16.5769,16.2545,16.1322,16.0879,16.24564,16.53314,15.80027
18.5718,17.6022,17.3068,17.2037,17.1642,17.303,17.57678,16.86351
16.6504,15.6313,15.3001,15.1614,15.1218,15.29451,15.58841,14.83034
17.9721,17.015,16.6329,16.4806,16.4227,16.61573,16.91711,16.1443
17.1631,16.2632,15.9079,15.7954,15.7622,15.91675,16.18735,15.47286
18.0757,17.1228,16.8277,16.6826,16.6578,16.80981,17.07948,16.37132
17.3193,16.3577,16.0557,15.9476,15.9364,16.04972,16.31231,15.62137
17.0458,16.0858,15.8319,15.7303,15.7363,15.82585,16.06834,15.4175
18.3402,17.4394,17.1254,17.0096,16.9807,17.10006,17.37895,16.65412
16.697,15.7588,15.3878,15.2689,15.1999,15.38952,15.69234,14.91255
18.0263,17.168,16.9242,16.8366,16.7875,16.90489,17.15564,16.51094
17.7895,16.83986,16.45827,16.39967,16.35976,16.50539,16.77373,16.05914
16.9321,16.033,15.7886,15.7269,15.7022,15.78414,16.01865,15.39394
17.646,16.6903,16.4021,16.3012,16.2835,16.38608,16.64654,15.95964
17.6239,16.6752,16.3245,16.1847,16.1174,16.31345,16.60889,15.84004
15.8254,14.9693,14.6941,14.5576,14.5337,14.64116,14.90291,14.21093
17.4088,16.5351,16.2296,16.1171,16.0957,16.22273,16.47772,15.80417
18.0183,17.0985,16.8768,16.7862,16.7711,16.84783,17.09663,16.44652
16.6756,15.6974,15.4202,15.3424,15.3304,15.41101,15.65527,15.00945
16.4696,15.5208,15.2286,15.0531,15.0124,15.18051,15.46325,14.72556
16.3315,15.4721,15.1388,15.0777,15.0648,15.13822,15.37707,14.75028
17.6468,16.6688,16.3523,16.2157,16.1988,16.33412,16.61386,15.8872
17.945,16.98,16.7137,16.5925,16.5596,16.6938,16.95561,16.26977
17.3105,16.3656,16.0871,15.9979,15.9667,16.0741,16.33801,15.64586
17.4945,16.497,16.1079,15.9599,15.9401,16.1028,16.40744,15.6373
17.0865,16.093,15.7417,15.587,15.5483,15.7231,16.01787,15.26832
17.9798,17.0403,16.7402,16.6633,16.6084,16.73043,16.99759,16.31809
16.023,15.0616,14.7691,14.6796,14.6528,14.75753,15.01807,14.32657
17.4156,16.4841,16.1766,16.0797,16.1101,16.17354,16.42755,15.75206
17.4417,16.4279,16.0672,15.9622,15.929,16.07455,16.35498,15.61703
17.7958,16.868,16.5589,16.4332,16.409,16.56691,16.85931,16.09756
16.8853,15.9048,15.5607,15.4331,15.3815,15.54616,15.83691,15.08311
17.0237,16.1392,15.8876,15.7764,15.7559,15.86507,16.10692,15.45889
16.6755,15.7343,15.4704,15.3931,15.3445,15.4687,15.72259,15.05056
17.7825,16.8324,16.525,16.4344,16.3407,16.488,16.76629,16.03852
17.2743,16.3629,16.0499,15.9492,15.9282,16.04022,16.307,15.60336
18.0341,17.1415,16.8242,16.7043,16.7022,16.80274,17.06039,16.38986
17.0331,16.1364,15.8844,15.8029,15.803,15.86615,16.09462,15.47129
16.2101,15.3401,14.9801,14.8575,14.8064,14.9845,15.27704,14.51528
17.107,16.1721,15.7643,15.5817,15.5549,15.75543,16.06999,15.25822
17.5234,16.5783,16.3573,16.2716,16.2396,16.32366,16.56098,15.91076
17.62,16.637,16.3159,16.2114,16.1712,16.48948,16.54111,15.79963
17.3898,16.4119,16.0304,15.892,15.8376,16.03971,16.34145,15.56066
17.3584,16.3814,16.022,15.8953,15.8766,16.04126,16.31261,15.55765
16.84,15.8557,15.5768,15.5045,15.4973,15.57136,15.80389,15.18178
16.6696,15.7462,15.4234,15.2361,15.1728,15.3503,15.64485,14.88678
17.8405,16.7931,16.3769,16.2185,16.1694,16.38426,16.70487,15.88077
17.9224,16.9905,16.5867,16.4516,16.4057,16.58561,16.89294,16.09943
17.7985,16.8148,16.4546,16.3394,16.2997,16.46928,16.7562,16.03275
17.9459,17.0351,16.7034,16.5597,16.5302,16.68856,16.96038,16.24669
17.9238,16.9731,16.6729,16.551,16.5258,16.66549,16.94127,16.22375
17.0554,16.2214,15.9495,15.8193,15.77,15.91547,16.17523,15.48572
18.2393,17.2969,16.9837,16.8437,16.7927,16.96432,17.25814,16.51505
18.1446,17.2251,16.7811,16.5794,16.5276,16.7821,17.1345,16.25236
17.5268,16.5525,16.3045,16.1765,16.1415,16.26391,16.5132,15.8406
16.8318,15.9135,15.5915,15.478,15.4289,15.57064,15.84675,15.12529
17.2219,16.2368,15.8821,15.7804,15.7242,15.88292,16.16472,15.43509
18.3959,17.4201,17.1428,17.0385,17.0324,17.13764,17.38865,16.72857
17.3569,16.5051,16.2824,16.2123,16.1737,16.25574,16.48366,15.87291
17.3837,16.4801,16.1413,15.964,15.908,16.11328,16.41416,15.63628
16.4298,15.4995,15.2078,15.0919,15.0888,15.19087,15.4435,14.76968
17.5474,16.5445,16.2183,16.0974,16.0885,16.22923,16.50807,15.79135
18.1558,17.1944,16.7602,16.5572,16.5425,16.76542,17.11037,16.25352
17.837,16.9285,16.5839,16.4382,16.4361,16.58102,16.86341,16.1305
17.9867,17.001,16.7077,16.5607,16.5432,16.68992,16.965,16.25432
17.9555,16.9316,16.5289,16.3797,16.3205,16.54065,16.85255,16.05457
17.5907,16.6387,16.3179,16.2119,16.1928,16.31328,16.57968,15.87878
17.0471,16.0445,15.6294,15.459,15.4203,15.61262,15.9218,15.13534
17.5254,16.5008,16.1568,16.0176,15.9928,16.15178,16.44349,15.68401
17.4416,16.5085,16.1506,15.985,15.9639,16.14201,16.44823,15.65933
16.776,15.7522,15.375,15.2403,15.1959,15.38306,15.6861,14.90864
17.7137,16.8097,16.4597,16.2942,16.2502,16.43657,16.73738,15.95558
17.3757,16.428,16.0674,15.9426,15.8813,16.04877,16.32562,15.60268
17.1038,16.1645,15.8595,15.7711,15.7574,15.86861,16.12479,15.44041
16.6688,15.7041,15.4372,15.3332,15.3393,15.42018,15.67811,14.99749
18.2516,17.2526,16.8744,16.7136,16.6417,16.86304,17.16743,16.379
17.613,16.6306,16.3261,16.2381,16.2036,16.32193,16.58393,15.89569
17.4677,16.5569,16.2671,16.1568,16.1465,16.26865,16.5395,15.83055
18.2079,17.2073,16.8709,16.7472,16.7462,16.86261,17.14363,16.41824
17.1376,16.2283,15.9323,15.8657,15.8462,15.94528,16.19629,15.54125
17.3582,16.4503,16.187,16.0803,16.0677,16.16309,16.41492,15.75412
17.4909,16.5312,16.2495,16.1625,16.129,16.24624,16.50916,15.81362
18.1825,17.3041,16.9769,16.8519,16.8063,16.96348,17.24416,16.5217
16.8771,15.9522,15.6741,15.5627,15.5709,15.66354,15.91139,15.24806
17.2439,16.3727,16.0912,15.9998,15.9736,16.0724,16.32104,15.65347
16.77658,15.93803,15.61855,15.49328,15.46498,15.60696,15.87496,15.16362
17.1197,16.1508,15.7947,15.6136,15.6037,15.77962,16.07057,15.31269
17.1275,16.2226,15.8584,15.7485,15.7227,15.87489,16.15919,15.41357
17.5255,16.5561,16.2337,16.1486,16.1539,16.2332,16.49282,15.82184
17.5732,16.6276,16.3508,16.246,16.2567,16.3378,16.59008,15.91417
17.6973,16.7542,16.4759,16.3672,16.3297,16.46405,16.72972,16.04301
16.9638,16.0843,15.7656,15.6145,15.5512,15.73331,16.0281,15.26169
16.4899,15.5152,15.2551,15.1786,15.1583,15.2599,15.51342,14.84115
17.37995,16.50577,16.21352,16.0861,16.05972,16.19489,16.45391,15.76545
16.26342,15.38846,15.05632,14.93529,14.90411,15.0426,15.30211,14.60982
17.9905,17.072,16.7007,16.5703,16.556,16.69813,16.97,16.24734
17.3055,16.4285,16.1977,16.1076,16.1003,16.1783,16.41575,15.78826
17.1233,16.114,15.7752,15.6901,15.6789,15.79369,16.0644,15.35957
17.9585,17.0351,16.722,16.6514,16.6215,16.73021,16.99216,16.31369
18.0535,17.0439,16.6789,16.5426,16.5061,16.67645,16.96774,16.21885
16.8139,15.873,15.5857,15.4555,15.4486,15.56563,15.81458,15.14219
17.3718,16.4644,16.1342,16.0195,15.9692,16.1279,16.40643,15.67418
17.5055,16.504,16.1594,16.0397,16.0084,16.15178,16.43128,15.70875
17.284,16.32438,15.86841,15.66888,15.61262,15.86548,16.20781,15.34878
16.7751,15.8791,15.6237,15.5487,15.5397,15.60548,15.84033,15.20861
17.8625,16.8704,16.4987,16.331,16.2853,16.48427,16.79261,16.00156
15.682,14.7571,14.4643,14.3557,14.3439,14.45647,14.71427,14.03348
18.0717,17.0344,16.656,16.5189,16.4671,16.65743,16.97084,16.18001
17.691,16.7529,16.3779,16.2963,16.2866,16.42203,16.6904,15.97788
17.9437,17.0552,16.7579,16.7089,16.5854,16.73758,16.99228,16.27019
17.2692,16.3532,16.0912,15.9849,16.0021,16.07499,16.31913,15.67493
16.657,15.7132,15.2989,15.125,15.0389,15.27027,15.59744,14.76219
17.6869,16.7697,16.4745,16.3003,16.2736,16.44608,16.72179,15.99023
16.6204,15.6206,15.3143,15.2408,15.2092,15.31024,15.56852,14.88917
16.8004,16.0038,15.7525,15.6354,15.6407,15.72599,15.97493,15.31158
15.82396,14.42358,13.94541,13.87921,13.7665,13.97975,14.33257,13.4612
17.3234,16.34,15.9913,15.8452,15.7908,15.97352,16.2625,15.51601
18.0743,17.162,16.8614,16.7239,16.6567,16.81824,17.08146,16.37647
18.7962,17.769,17.3881,17.2427,17.1864,17.40309,17.72372,16.94152
17.9924,17.0698,16.8022,16.7134,16.6494,16.78731,17.04138,16.36417
17.6707,16.6754,16.2906,16.1337,16.084,16.29326,16.60193,15.81581
17.44385,16.5597,16.20037,16.06389,16.01728,16.20443,16.50373,15.73108
17.7914,16.936,16.6784,16.5977,16.61,16.66115,16.89525,16.27452
17.8427,16.9597,16.6361,16.4817,16.4629,16.61986,16.89713,16.17618
17.44551,16.13485,15.56366,15.39541,15.22379,15.62022,16.02102,15.04356
18.0561,17.0709,16.7705,16.6762,16.6652,16.77751,17.03988,16.34019
18.4231,17.5658,17.2971,17.192,17.1892,17.27911,17.53391,16.8786
17.7852,16.915,16.5776,16.4365,16.3875,16.54665,16.8395,16.08854
18.5763,17.6249,17.2529,17.138,17.0564,17.2577,17.55182,16.81024
17.8117,16.7472,16.3486,16.1756,16.0893,16.32974,16.65252,15.82989
17.3765,16.4295,16.1722,16.0562,16.0409,16.14967,16.39246,15.72658
16.1123,15.2231,14.9141,14.767,14.7294,14.89037,15.16309,14.44031
16.8581,15.8939,15.5054,15.3497,15.2855,15.49627,15.80907,15.00368
17.1273,16.2561,15.9249,15.8049,15.8019,15.93474,16.20931,15.4897
17.1921,16.2744,16.0073,15.9091,15.9644,16.00001,16.23946,15.58893
17.9272,17.0016,16.7199,16.6092,16.5999,16.70473,16.96364,16.28675
18.8666,17.8844,17.5517,17.4107,17.3633,17.54159,17.81338,17.10055
16.2596,15.3953,15.1466,15.0269,15.0186,15.11695,15.3684,14.70135
16.13173,14.9307,14.6866,14.58138,14.58076,14.68234,14.93511,14.27102
17.6016,16.6478,16.3183,16.2197,16.1833,16.32236,16.5863,15.90097
18.1023,17.1829,16.8807,16.7363,16.6838,16.86035,17.1223,16.428
17.2057,16.2492,15.928,15.8079,15.8313,15.92935,16.20063,15.4928
17.2113,16.179,15.7754,15.618,15.5739,15.77904,16.09393,15.28784
17.797,16.8737,16.6322,16.5116,16.466,16.59901,16.86202,16.18228
16.3432,15.5166,15.1678,15.0228,14.9921,15.14319,15.42116,14.68874
18.3266,17.3148,16.9233,16.7762,16.7037,16.92138,17.23009,16.4446
17.4728,16.5695,16.3369,16.2199,16.2038,16.31991,16.52724,15.89803
17.3383,16.4074,16.1357,16.0148,15.9888,16.11774,16.37411,15.69688
16.8744,15.9593,15.6808,15.5852,15.5336,15.66032,15.92058,15.23935
16.8802,15.8938,15.5723,15.456,15.4127,15.56575,15.83503,15.12155
16.3358,15.3487,15.059,14.9579,14.9289,15.043,15.30952,14.60962
16.7221,15.711,15.4037,15.2627,15.2401,15.38304,15.66807,14.9244
17.0479,16.0623,15.6803,15.5333,15.4965,15.68943,15.99652,15.20754
17.48595,16.39392,16.00761,15.86617,15.80862,16.00668,16.31309,15.52839
17.6138,16.6775,16.3952,16.2677,16.2699,16.37636,16.63662,15.94509
17.3924,16.5488,16.1943,16.0607,16.0501,16.19518,16.48419,15.73283
16.84529,15.90465,15.61867,15.50406,15.48817,15.60377,15.86576,15.18327
17.5889,16.6207,16.283,16.1337,16.0946,16.26808,16.55042,15.80411
16.886,15.9448,15.6614,15.5343,15.5609,15.65878,15.91498,15.23996
16.4042,15.4321,15.0577,14.9268,14.9105,15.07195,15.37254,14.59409
17.0767,16.0892,15.7529,15.6318,15.6089,15.74447,16.02491,15.29945
17.7114,16.8245,16.6005,16.5059,16.5087,16.57299,16.81434,16.17036
15.7909,14.8555,14.5437,14.4792,14.4407,14.54823,14.79242,14.15254
18.1436,17.1836,16.8379,16.7319,16.7042,16.8515,17.14976,16.40182
17.9463,17.0458,16.7681,16.6671,16.6399,16.75122,17.00889,16.33593
16.792,15.8605,15.5946,15.4746,15.4827,15.56751,15.81741,15.15426
17.5848,16.5906,16.206,16.0397,15.9354,16.19197,16.52368,15.6899
17.7932,16.8743,16.4648,16.289,16.2487,16.45268,16.76258,15.96574
17.6676,16.7395,16.3808,16.1547,16.0677,16.30613,16.63473,15.79522
16.7341,15.7437,15.3654,15.2157,15.164,15.36299,15.66323,14.88771
18.19903,17.02324,16.56979,16.40439,16.33729,16.58377,16.92338,16.06758
16.9013,15.889,15.5359,15.4251,15.4091,15.53451,15.81653,15.08865
17.5163,16.5991,16.318,16.2206,16.1898,16.3168,16.57581,15.89646
17.3707,16.3674,16.0303,15.9255,15.8657,16.03925,16.31839,15.58714
16.6703,15.7361,15.404,15.2701,15.2493,15.39014,15.65791,14.95097
