u,g,r,i,z,gaia_g,bp,rp
16.5634,15.5825,15.2669,15.1305,15.0999,15.25604,15.53797,14.79604
17.5625,16.6353,16.3353,16.2492,16.2075,16.34629,16.60574,15.92129
16.9257,15.9574,15.6828,15.5833,15.532,15.66357,15.9274,15.23648
18.7346,17.7643,17.3718,17.1868,17.1293,17.36731,17.68559,16.8555
16.7366,15.7538,15.4783,15.3945,15.4004,15.46152,15.7063,15.06456
17.1416,16.2139,15.9212,15.8256,15.84,15.90244,16.15697,15.48571
17.3828,16.387,16.0678,15.9448,15.8751,16.04243,16.3308,15.5858
16.8152,15.9212,15.6351,15.5981,15.5399,15.64625,15.88745,15.24663
17.3188,16.447,16.1949,16.0877,16.0706,16.16678,16.40531,15.76046
15.8413,14.972,14.7063,14.5966,14.6339,14.68807,14.92409,14.28899
18.7717,17.9097,17.4718,17.2911,17.2185,17.46049,17.78928,16.96556
17.09794,16.33576,16.01843,15.95123,15.92001,16.01862,16.25106,15.61968
17.3575,16.3345,15.9467,15.8193,15.7483,15.94611,16.26523,15.45947
17.2399,16.3629,16.101,15.9957,15.9702,16.08714,16.33904,15.67371
16.342,15.3993,15.1019,14.9529,14.9625,15.07987,15.35731,14.63049
18.0415,17.1544,16.9517,16.8568,16.8581,16.92073,17.15541,16.5607
17.4843,16.4701,16.1311,15.9819,15.9489,16.12642,16.42246,15.66235
18.457,17.5079,17.2114,17.0739,17.0671,17.20963,17.49002,16.76862
17.12766,16.0866,15.69183,15.54457,15.49247,15.69153,16.00126,15.21073
17.6238,16.5883,16.2377,16.1158,16.0704,16.22889,16.5228,15.77089
16.3806,15.3745,14.8961,14.739,14.7191,14.9161,15.24283,14.41753
18.3113,17.4669,17.1881,17.0299,17.0646,17.15531,17.43821,16.73681
16.7333,15.8885,15.5274,15.3545,15.3316,15.49757,15.79177,15.03356
17.3585,16.3964,16.0975,15.9455,15.9108,16.0734,16.35556,15.61569
17.6216,16.7007,16.4807,16.3972,16.3907,16.4472,16.67546,16.07033
17.1218,16.1639,15.727,15.5512,15.5321,15.7402,16.05548,15.242
16.5439,15.6457,15.3438,15.2388,15.2007,15.33223,15.59295,14.90613
17.9394,17.01,16.6652,16.507,16.4512,16.657,16.97113,16.18893
16.7993,15.833,15.4361,15.316,15.2562,15.44165,15.7452,14.95942
15.86857,14.88918,14.50923,14.3511,14.33064,14.50255,14.79712,14.03353
18.10527,17.18935,16.85354,16.68379,16.67828,16.84301,17.14599,16.36917
17.2136,16.2634,15.9693,15.8795,15.83,15.97596,16.24389,15.53584
17.2101,16.28,15.9508,15.8307,15.7989,15.93594,16.20741,15.48687
18.0275,17.0527,16.7477,16.6453,16.6221,16.74409,17.01179,16.31493
17.33384,15.60711,14.90726,14.64971,14.52188,14.87006,15.34004,14.23814
17.2059,16.2961,15.997,15.8304,15.7601,15.95462,16.23657,15.49984
17.6821,16.669,16.3618,16.2798,16.2668,16.70808,16.62721,15.94441
15.61099,14.68051,14.382,14.31351,14.27817,14.38233,14.64032,13.95592
17.1309,16.2912,16.0334,15.9334,15.9642,16.03265,16.23807,15.66257
18.0488,17.1627,16.9087,16.8251,16.8155,16.89769,17.13198,16.51174
17.6437,16.7923,16.504,16.3668,16.3324,16.49137,16.74955,16.05692
17.8648,16.8901,16.5371,16.3854,16.3638,16.53172,16.8317,16.05675
17.499,16.5545,16.2484,16.1279,16.09,16.33975,16.50442,15.78346
17.7111,16.7267,16.4717,16.3589,16.3387,16.45582,16.71661,16.03744
17.0595,16.0607,15.6487,15.471,15.4113,15.64038,15.96521,15.13504
17.4632,16.535,16.2859,16.1655,16.1744,16.25171,16.50449,15.84007
17.4815,16.477,16.1377,16.0076,15.9594,16.12516,16.41074,15.66312
17.0405,16.1787,15.8639,15.7484,15.7293,15.87127,16.13428,15.43329
17.1802,16.2916,15.987,15.8472,15.8194,15.96159,16.23387,15.51773
17.6516,16.7062,16.3679,16.2684,16.2412,16.38144,16.65188,15.95279
17.0086,16.212,15.9077,15.8276,15.7795,15.88547,16.13655,15.46552
17.7575,16.884,16.5691,16.4583,16.3991,16.55732,16.83223,16.11214
17.0412,16.0579,15.6235,15.4549,15.3957,15.62265,15.9562,15.11048
18.4355,17.5422,17.1441,17.0505,17.0706,17.178,17.45259,16.75045
17.5003,16.5569,16.2744,16.1303,16.1422,16.245,16.49928,15.81595
16.6898,15.8542,15.6135,15.5622,15.5353,15.60806,15.83269,15.22839
16.47,15.5752,15.2368,15.124,15.0862,15.24023,15.52074,14.79052
16.78035,15.79943,15.51137,15.37783,15.36722,15.48413,15.7549,15.03919
15.9844,15.0908,14.8349,14.7573,14.7564,14.83208,15.0702,14.433
18.2482,17.2737,16.9247,16.8036,16.7206,16.92364,17.22615,16.46766
17.3395,16.4248,16.1245,16.0399,15.998,16.12815,16.38562,15.70171
17.0608,16.1104,15.8116,15.6835,15.6054,15.79288,16.06174,15.35318
17.5581,16.5745,16.2722,16.1636,16.1361,16.26703,16.53177,15.83927
17.6283,16.8108,16.4463,16.3177,16.3191,16.4599,16.74655,16.00836
17.6374,16.716,16.3569,16.19,16.1412,16.34473,16.65003,15.86491
18.1059,17.1215,16.7409,16.561,16.5016,16.71636,17.03205,16.21901
17.8396,16.9163,16.516,16.3825,16.3835,16.85095,16.77197,16.06236
16.9803,15.9998,15.7126,15.6166,15.59,15.69915,15.95534,15.28298
18.0992,17.1132,16.778,16.6738,16.6214,16.77942,17.05411,16.32883
17.9992,17.0918,16.7973,16.665,16.6245,16.7795,17.0502,16.35943
18.1307,17.0538,16.6202,16.4328,16.3564,16.61962,16.9662,16.10019
16.5136,15.5111,15.1373,14.9899,14.9809,15.12709,15.41791,14.66753
16.3125,15.3543,15.0524,14.9148,14.8886,15.02803,15.2943,14.58797
16.2627,15.258,14.9075,14.7563,14.7355,14.88837,15.18527,14.4227
16.304,15.4214,15.1515,15.0359,15.027,15.12218,15.36507,14.71204
17.694,16.6968,16.3549,16.2135,16.1696,16.34253,16.64238,15.87728
18.4494,17.5354,17.1801,17.0672,17.0484,17.17123,17.44862,16.72082
18.0041,17.0679,16.6566,16.4907,16.45,16.66662,16.96806,16.19164
16.6794,15.7807,15.469,15.333,15.3225,15.46183,15.73446,15.01567
17.19136,15.39015,14.75306,14.44612,14.22877,14.71426,15.17544,14.06695
17.7846,16.8496,16.5439,16.4248,16.3861,16.52572,16.79769,16.09758
16.8174,15.8283,15.4298,15.2692,15.2139,15.42527,15.73953,14.93513
17.7819,16.8,16.3986,16.2255,16.1803,16.38411,16.70514,15.89307
17.2604,16.2903,15.9645,15.8399,15.829,15.95159,16.21978,15.51594
17.0964,16.092,15.738,15.5608,15.499,15.71569,16.02479,15.22833
16.6226,15.6315,15.3041,15.1479,15.083,15.28373,15.57727,14.81268
18.30609,16.627,16.0472,15.85534,15.68547,16.09655,16.52161,15.50117
16.6205,15.6992,15.3386,15.2151,15.1918,15.31962,15.58567,14.88764
17.0367,16.1326,15.8447,15.7677,15.7537,15.83948,16.08433,15.42325
18.0805,17.0644,16.6569,16.4778,16.4083,16.64819,16.97139,16.14673
17.68631,16.54745,15.96987,15.8336,15.77097,16.03815,16.3779,15.51966
17.9991,17.0811,16.6967,16.572,16.4979,16.71374,17.01067,16.23743
17.9049,16.9314,16.6686,16.5421,16.5377,16.64908,16.91047,16.22389
17.72015,16.74584,16.40431,16.28724,16.25057,16.41035,16.69287,15.96215
17.9045,16.9275,16.615,16.5088,16.4757,16.60147,16.86138,16.17389
17.4077,16.4929,16.1685,16.04,16.0288,16.15321,16.4321,15.71486
16.9488,16.0506,15.7701,15.6854,15.6497,15.77723,16.01034,15.37794
17.1123,16.1797,15.8181,15.6765,15.6114,15.81225,16.11008,15.35083
15.8417,14.9597,14.7529,14.6501,14.6908,14.73467,14.95671,14.3529
17.2239,16.163,15.7645,15.5962,15.5372,15.75866,16.08372,15.26076
16.9017,15.8758,15.5264,15.3955,15.3787,15.53389,15.81245,15.07783
17.9301,16.9675,16.7087,16.5988,16.5667,16.69526,16.95374,16.28306
17.25524,16.26085,15.90315,15.7558,15.6993,15.88512,16.16968,15.41893
17.7557,16.8337,16.5332,16.4163,16.3956,16.51769,16.76826,16.09224
17.8225,16.8847,16.5779,16.4468,16.44,16.55274,16.82674,16.12309
18.1678,17.2647,16.9864,16.8796,16.8388,16.95929,17.22678,16.55561
17.9446,17.074,16.8375,16.754,16.7388,16.82358,17.05152,16.4332
17.5929,16.7124,16.4421,16.33,16.3157,16.4235,16.67538,16.0075
17.8313,16.8869,16.5946,16.4962,16.4682,16.59291,16.85184,16.16915
16.4602,15.4982,15.1128,14.9901,14.9741,15.11242,15.39341,14.65604
16.386,15.5381,15.2451,15.1279,15.1045,15.20515,15.46178,14.78088
17.907,16.9623,16.7044,16.6135,16.6034,16.69636,16.9479,16.28462
18.3217,17.3776,17.0754,17.01,16.9994,17.08165,17.33578,16.67188
15.5621,14.6348,14.3554,14.2656,14.2493,14.33935,14.5899,13.92567
17.249,16.3431,16.1018,15.9651,15.9856,16.05738,16.31287,15.67297
17.4643,16.4908,16.1305,16.0047,15.9815,16.1504,16.43229,15.67971
18.0123,17.0517,16.5576,16.3524,16.2397,16.56462,16.94128,15.99801
19.17433,17.02115,16.07775,15.77052,15.54016,16.12866,16.72116,15.39098
16.2075,15.2979,15.0952,15.0225,15.0606,15.07634,15.28261,14.69644
18.3779,17.3928,17.0869,16.9493,16.9172,17.09738,17.36417,16.62071
18.02082,17.08023,16.77115,16.63869,16.60007,16.7676,17.03743,16.32637
16.3928,15.4301,15.1038,14.9966,14.9913,15.10862,15.37356,14.68073
17.1253,16.2705,15.9333,15.8128,15.7773,15.9341,16.2227,15.50439
17.798,16.8888,16.5867,16.4687,16.4334,16.56529,16.83413,16.13409
16.6528,15.6513,15.303,15.1953,15.1963,15.31141,15.57523,14.87074
17.1764,16.2366,15.9448,15.8516,15.8496,15.91686,16.16541,15.50757
16.9963,16.0488,15.7702,15.6833,15.6546,15.76037,16.01321,15.34991
17.3574,16.4746,16.2525,16.1947,16.1838,16.23266,16.4706,15.83967
17.1261,16.1501,15.7677,15.642,15.6407,15.78089,16.06639,15.32186
18.4331,17.5569,17.2793,17.1961,17.1266,17.24031,17.51781,16.83838
17.4332,16.4552,16.0171,15.8292,15.7375,16.01867,16.36026,15.50225
16.968,16.0437,15.7009,15.6051,15.5814,15.70838,15.98146,15.27371
16.787,15.8315,15.5356,15.4207,15.4035,15.51446,15.76423,15.10041
17.7997,16.8641,16.6192,16.5027,16.4724,16.59856,16.86233,16.17892
18.4513,17.4728,17.1314,16.9911,16.9624,17.12488,17.41817,16.65508
17.6745,16.7028,16.3457,16.2237,16.1779,16.33964,16.62569,15.8893
18.8888,17.8913,17.5631,17.4343,17.393,17.55311,17.83623,17.13565
17.8264,16.8883,16.6073,16.5324,16.4517,16.61116,16.85413,16.15513
17.53,16.5763,16.2656,16.1493,16.1212,16.24263,16.51904,15.80051
17.7692,16.8825,16.6,16.511,16.5015,16.59196,16.84043,16.19044
17.3641,16.448,16.1692,16.0782,16.0246,16.151,16.4094,15.73795
17.53064,16.59955,16.28033,16.14455,16.08963,16.26965,16.55391,15.82324
17.5583,16.5711,16.2288,16.118,16.086,16.24072,16.5106,15.79709
17.9745,17.014,16.786,16.685,16.6841,16.76584,17.01664,16.35492
17.2654,16.3501,16.1364,16.0611,16.0433,16.12225,16.35624,15.73031
19.2031,18.1828,17.7973,17.6811,17.6162,17.81381,18.15385,17.35272
16.7257,15.7405,15.4518,15.3126,15.2693,15.43795,15.71258,14.98627
17.014,16.0536,15.7555,15.6365,15.6141,15.75085,16.02066,15.31372
17.5576,16.5166,16.1206,15.9597,15.9333,16.11732,16.43969,15.63223
17.7123,16.8304,16.539,16.4214,16.3914,16.51107,16.77118,16.09875
17.6606,16.7965,16.4744,16.373,16.3267,16.45602,16.70682,16.02876
16.4137,15.4888,15.1988,15.1241,15.1,15.19656,15.44133,14.79265
17.1098,16.2028,15.9551,15.9352,15.8511,15.93375,16.17493,15.52645
17.40785,16.45705,16.11951,15.9368,15.90058,16.08915,16.39372,15.60947
17.5239,16.5463,16.2163,16.0731,16.0581,16.21122,16.48572,15.76701
17.8739,16.9694,16.6757,16.5871,16.5248,16.66937,16.92469,16.25477
18.0835,17.1944,16.8828,16.7184,16.6536,16.84314,17.12473,16.37649
16.7028,15.7614,15.4465,15.3412,15.3262,15.44175,15.70267,15.01563
16.7736,15.7901,15.4186,15.2707,15.2026,15.41463,15.71977,14.93719
17.9267,16.9676,16.6106,16.4968,16.4361,16.61843,16.91777,16.15385
17.6345,16.7042,16.3731,16.2961,16.2805,16.38296,16.63151,15.97279
16.4223,15.5122,15.2425,15.1134,15.1551,15.19125,15.42219,14.80235
17.5383,16.5414,16.1806,16.0522,16.0041,16.1797,16.47396,15.71797
17.6726,16.7381,16.443,16.3778,16.3609,16.45052,16.70947,16.03748
16.8461,15.8356,15.471,15.3112,15.2648,15.46342,15.77377,14.9792
15.8211,14.9097,14.6295,14.5474,14.5124,14.61903,14.86584,14.20418
16.6866,15.8112,15.5334,15.4366,15.4157,15.52516,15.76606,15.12041
17.5524,16.5604,16.1979,16.0391,16.0184,16.18408,16.48284,15.71896
18.5903,17.439,16.9386,16.722,16.6145,16.94077,17.31311,16.38364
18.4402,17.4894,17.1616,17.0505,16.9902,17.15931,17.44049,16.70434
18.3045,17.3565,17.0579,16.9344,16.8925,17.03016,17.27918,16.61495
17.4755,16.52,16.1697,16.052,15.9961,16.17937,16.46957,15.72163
16.8715,15.8884,15.5801,15.4551,15.4529,15.58616,15.84679,15.15958
17.4193,16.4426,16.0855,15.9627,15.9545,16.07749,16.36103,15.6275
17.5015,16.5228,16.2035,16.0731,16.0514,16.1942,16.47343,15.74948
17.2711,16.4166,16.1,16.0088,15.9721,16.10322,16.36651,15.67633
17.586,16.6786,16.3935,16.3009,16.2657,16.38646,16.64163,15.96595
18.4845,17.5652,17.2451,17.1156,17.0707,17.23854,17.50731,16.78005
17.4754,16.5588,16.2488,16.12,16.1139,16.23827,16.50824,15.80468
17.6972,16.7769,16.4466,16.3195,16.2772,16.43408,16.7107,15.98612
18.1559,17.1705,16.7723,16.6332,16.5695,16.78542,17.10261,16.3023
17.2573,16.2338,15.8608,15.7046,15.6558,15.8486,16.16734,15.36669
17.521,16.5199,16.1709,16.0277,15.9825,16.17269,16.44958,15.70318
18.6399,17.6315,17.2495,17.074,17.037,17.24691,17.54515,16.77353
16.8948,16.0064,15.6972,15.5878,15.5597,15.67256,15.93178,15.24674
17.9707,17.07,16.8469,16.8055,16.8086,16.84039,17.06263,16.4658
16.595,15.6504,15.3121,15.1924,15.1572,15.30463,15.57841,14.86389
18.1494,17.2277,16.8614,16.7012,16.6589,16.85166,17.14986,16.38411
18.0708,17.1011,16.7197,16.5739,16.5163,16.72913,17.03661,16.25369
17.1898,16.2076,15.8662,15.7322,15.7485,15.87039,16.14706,15.43242
16.99086,16.08101,15.81605,15.69658,15.68028,15.79242,16.04907,15.37272
17.06533,16.10818,15.79609,15.64782,15.61714,15.78251,16.06937,15.31829
17.9827,17.0178,16.6892,16.5893,16.5266,16.66625,16.94015,16.22676
16.9872,16.1415,15.785,15.6525,15.5864,15.78211,16.07845,15.31354
17.6423,16.7071,16.4405,16.3177,16.2937,16.44339,16.68347,16.01792
17.2084,16.2523,15.9623,15.8388,15.795,15.94774,16.21775,15.50916
17.3651,16.3408,16.0065,15.8527,15.7784,15.99187,16.2896,15.51745
17.3783,16.4767,16.2828,16.159,16.1753,16.21975,16.44968,15.8248
16.398,15.4596,15.0252,14.9345,14.898,15.0616,15.35857,14.58517
16.48687,15.20423,14.79429,14.68234,14.61902,14.8142,15.13445,14.32526
16.8314,15.8565,15.4962,15.3637,15.3291,15.49243,15.77454,15.04323
16.9595,16.0673,15.8558,15.7862,15.7911,15.82879,16.04898,15.45792
17.9258,16.9476,16.6269,16.5207,16.462,16.62232,16.91893,16.18788
17.7242,16.7579,16.5059,16.4084,16.4162,16.4858,16.74829,16.07283
16.9189,16.0296,15.7142,15.5941,15.5458,15.69587,15.95944,15.26639
16.4736,15.5027,15.2491,15.179,15.1663,15.23006,15.46583,14.8402
17.4369,16.4244,16.0973,15.9803,15.9383,16.11276,16.40121,15.6722
17.2206,16.3513,16.0241,15.9601,15.9402,16.03784,16.28268,15.63318
17.1679,16.227,15.8687,15.7348,15.6953,15.8763,16.1754,15.40496
17.6494,16.6807,16.4064,16.3107,16.3093,16.40561,16.65097,15.99608
19.1447,18.065,17.6393,17.4873,17.3947,17.65093,17.9801,17.13318
18.0998,17.1687,16.833,16.7115,16.6648,16.82704,17.0912,16.37764
16.41751,15.43612,15.0904,14.9367,14.93233,15.06501,15.34925,14.6157
16.6527,15.7597,15.3726,15.2562,15.1916,15.3337,15.60858,14.89147
17.5042,16.6034,16.2546,16.1739,16.1345,16.25073,16.50717,15.82769
17.8551,16.8836,16.6042,16.5094,16.469,16.58513,16.8513,16.15497
17.4853,16.5091,16.1584,15.9766,15.9295,16.14913,16.45903,15.67415
16.7973,15.8774,15.6397,15.5985,15.5748,15.63381,15.86421,15.24501
17.927,17.037,16.751,16.6578,16.6461,16.75337,17.02379,16.3332
17.2269,16.235,15.8964,15.7551,15.7418,15.88776,16.17419,15.4369
16.2305,15.3176,15.0333,14.9152,14.9077,15.01154,15.26885,14.58801
17.7955,16.7598,16.3854,16.234,16.1844,16.37871,16.6854,15.89643
17.9213,17.0487,16.765,16.6373,16.6095,16.74674,17.0204,16.31941
17.02693,16.06045,15.67654,15.53594,15.48482,15.68247,15.98537,15.2035
16.6577,15.7561,15.4073,15.2417,15.2227,15.38543,15.67974,14.91341
17.0644,16.0659,15.7371,15.5935,15.5466,15.73138,16.01814,15.28116
16.8636,15.9593,15.7239,15.5721,15.5131,15.65153,15.90592,15.23008
16.7935,15.8404,15.5171,15.4028,15.3458,15.50925,15.79512,15.05553
17.7088,16.7841,16.4753,16.3791,16.3849,16.482,16.73426,16.07027
16.8877,16.0053,15.7397,15.6523,15.6089,15.72718,15.97419,15.31768
17.5379,16.6153,16.2815,16.1887,16.1201,16.29272,16.58177,15.83666
16.9767,16.0106,15.7418,15.6568,15.6599,15.73127,15.97118,15.3314
18.0985,17.19,16.984,16.8962,16.8943,16.96609,17.20211,16.58665
18.2187,17.3228,17.0757,16.9783,16.956,17.0427,17.29624,16.63947
18.609,17.6954,17.4673,17.3567,17.3715,17.44535,17.69381,17.05221
18.0328,17.0491,16.7622,16.6581,16.6081,16.75207,17.02333,16.32709
17.7827,16.8256,16.4433,16.3237,16.2897,16.43457,16.72092,15.98434
17.8542,16.9759,16.7366,16.6627,16.6383,16.72372,16.95446,16.32779
17.3865,16.4245,16.082,15.901,15.8742,16.07131,16.37395,15.59784
18.9362,17.9363,17.6131,17.4498,17.3878,17.60114,17.90297,17.13153
16.52684,15.5598,15.25105,15.10758,15.04076,15.21285,15.49515,14.75741
18.2757,17.284,16.9734,16.8355,16.7838,16.94448,17.22374,16.49339
17.5418,16.6913,16.4398,16.3381,16.3121,16.42861,16.68483,16.0164
16.7337,15.7583,15.4315,15.3006,15.2817,15.43403,15.7073,14.98938
16.8124,15.9005,15.6522,15.533,15.5007,15.60903,15.86138,15.19545
15.7071,14.85938,14.62107,14.54986,14.59061,14.62526,14.84213,14.24895
17.2867,16.2741,15.8412,15.6224,15.5536,15.82428,16.16673,15.28596
18.4197,17.4408,17.1227,16.983,16.9464,17.11114,17.37352,16.68641
17.4359,16.4842,16.1436,15.9913,15.9415,16.14185,16.4457,15.67045
18.78627,17.66025,17.14234,16.93846,16.82234,17.15036,17.5389,16.58899
18.0865,17.1045,16.7397,16.6306,16.5656,16.73714,17.03553,16.28464
18.89062,17.36748,16.73394,16.53459,16.45609,16.77103,17.19246,16.19339
16.4935,15.5869,15.28,15.1978,15.1859,15.28917,15.54248,14.86695
17.6832,16.7444,16.4013,16.3105,16.2664,16.40089,16.66917,15.97526
16.7553,15.826,15.5322,15.4039,15.3878,15.50107,15.76407,15.0737
17.515,16.5532,16.2497,16.1156,16.0862,16.23199,16.49976,15.7871
16.4879,15.6032,15.336,15.2527,15.2389,15.32771,15.56503,14.93139
16.8974,15.9638,15.7284,15.6299,15.594,15.69654,15.94201,15.29448
17.7185,16.7971,16.582,16.4397,16.4497,16.54262,16.78907,16.14248
16.3762,15.3977,15.1234,15.0117,14.9984,15.12831,15.35542,14.6963
18.0321,17.0503,16.7216,16.6113,16.5998,16.6875,16.95092,16.26735
17.9499,16.9378,16.603,16.4394,16.4249,16.58679,16.8926,16.12201
17.5721,16.6126,16.3257,16.2196,16.2218,16.31163,16.55415,15.88864
16.1038,15.1465,14.798,14.6693,14.6351,14.78928,15.07138,14.3346
17.4103,16.4387,16.1271,16.0091,15.9489,16.12112,16.39729,15.67257
17.7346,16.8061,16.5096,16.3835,16.3793,16.49484,16.77023,16.06573
17.8247,16.8749,16.5684,16.4155,16.3518,16.56065,16.84221,16.09309
17.682,16.7546,16.3545,16.2109,16.1484,16.33859,16.64429,15.86724
15.7573,14.7568,14.4009,14.2705,14.2898,14.40505,14.67622,13.97217
17.1413,16.2081,15.9392,15.8329,15.8061,15.92191,16.17695,15.49989
16.8951,15.9661,15.6357,15.4689,15.4253,15.5822,15.87113,15.12191
16.7913,15.8455,15.5667,15.4358,15.414,15.53893,15.8041,15.10406
16.8176,15.8674,15.5207,15.3813,15.3345,15.49448,15.78329,15.03973
18.5587,17.5935,17.3381,17.2131,17.18,17.30696,17.5836,16.88784
17.79866,16.50673,16.02881,15.88107,15.80492,16.06347,16.40526,15.5545
16.7144,15.8257,15.5063,15.3218,15.2871,15.47639,15.74873,15.02805
17.7903,16.743,16.3616,16.2531,16.1789,16.39133,16.70061,15.90947
17.6668,16.76,16.4974,16.3832,16.3664,16.47159,16.73036,16.05457
17.83,16.9095,16.6463,16.5127,16.5,16.60222,16.86096,16.17836
17.1414,16.2421,16.0062,15.9088,15.8834,15.98984,16.23704,15.58248
17.729,16.7723,16.5036,16.3548,16.2996,16.47072,16.74401,16.03049
17.6905,16.6746,16.3343,16.1743,16.1375,16.31139,16.59401,15.84762
17.9681,16.993,16.6033,16.5075,16.4801,16.63389,16.91818,16.18461
16.9915,16.023,15.7554,15.6078,15.5791,15.72612,16.00326,15.28759
18.5003,17.5134,17.2028,17.0686,17.0331,17.19184,17.47706,16.7318
17.9866,17.0383,16.7766,16.6659,16.631,16.75508,16.99864,16.34315
18.4445,17.5685,17.3091,17.2178,17.2355,17.31413,17.55593,16.90743
18.1846,17.2227,16.8635,16.7318,16.6855,16.86259,17.17225,16.40534
18.3601,17.409,17.118,17.0263,16.9988,17.11365,17.3828,16.6921
15.8166,14.8312,14.5022,14.3509,14.3216,14.49816,14.77979,14.04479
17.9697,16.9539,16.6299,16.4983,16.4413,16.62629,16.91643,16.17091
17.1688,16.3166,16.0277,15.9626,15.9378,16.02705,16.26247,15.62373
16.2384,15.2708,14.9306,14.813,14.778,14.92492,15.20106,14.47635
17.677,16.6952,16.372,16.2412,16.2172,16.36595,16.64957,15.92158
16.6989,15.7667,15.4568,15.3484,15.3216,15.45731,15.71963,15.02766
17.4955,16.5293,16.2025,16.0734,16.0609,16.19831,16.46727,15.75475
16.1041,15.1772,14.9041,14.7991,14.7706,14.87943,15.13054,14.46113
18.548,17.5629,17.1982,17.0682,17.0208,17.20276,17.49866,16.74576
17.7673,16.7935,16.4124,16.2931,16.2423,16.41259,16.72392,15.92907
17.1421,16.2122,15.9138,15.8453,15.812,15.91866,16.17282,15.50554
17.3532,16.3577,16.0695,15.9297,15.9237,16.05777,16.3338,15.61613
16.0774,15.171,14.8317,14.7549,14.6901,14.82739,15.09541,14.38937
17.7614,16.8653,16.6363,16.5372,16.4917,16.60627,16.85206,16.18838
16.7914,15.7915,15.464,15.3464,15.315,15.45705,15.72859,15.01481
17.8224,16.8613,16.5323,16.4007,16.3763,16.50559,16.77322,16.0868
16.953,16.022,15.7172,15.6276,15.5926,15.71114,15.9772,15.27541
17.1858,16.21801,15.91976,15.79452,15.79354,15.90954,16.17278,15.48079
17.892,16.9085,16.6225,16.5405,16.5317,16.6159,16.85027,16.23127
17.3162,16.3552,15.9719,15.799,15.7271,15.96269,16.28248,15.47611
16.43623,14.83781,14.12625,13.86293,13.74304,14.16117,14.62628,13.53058
16.4844,15.4703,15.1056,14.9898,14.9395,15.10385,15.39593,14.64954
17.2765,16.3299,15.9759,15.868,15.858,15.9854,16.26493,15.53705
17.1258,16.1114,15.7204,15.5661,15.5252,15.71057,16.02379,15.2304
17.4239,16.3992,16.0239,15.911,15.8319,16.03213,16.3306,15.55917
16.9407,15.9963,15.721,15.6374,15.5879,15.6977,15.94948,15.28008
16.23146,15.23306,14.89929,14.75938,14.71668,14.88157,15.16836,14.41997
18.6143,17.6472,17.3726,17.2675,17.2483,17.36417,17.61228,16.95827
17.7985,16.9019,16.5795,16.4833,16.476,16.58849,16.85069,16.17051
17.0594,16.0795,15.7521,15.6193,15.5916,15.73517,16.03138,15.30547
18.2607,17.3251,17.0645,16.9669,16.9589,17.04953,17.2924,16.6523
16.4343,15.5438,15.2326,15.1259,15.1257,15.21966,15.47478,14.79967
17.0977,16.146,15.8353,15.7919,15.7792,15.87669,16.13106,15.46086
17.7321,16.8165,16.5032,16.3806,16.3672,16.51873,16.75816,16.08761
17.1115,16.1181,15.7351,15.5839,15.516,15.73557,16.06043,15.24416
17.3562,16.4852,16.2297,16.125,16.0708,16.18443,16.422,15.79114
16.6575,15.7194,15.3249,15.1747,15.1365,15.32688,15.63266,14.84951
16.7617,15.8747,15.6333,15.5591,15.5482,15.62061,15.86068,15.2163
16.934,16.0218,15.7313,15.6316,15.637,15.72161,15.97274,15.30864
17.0839,16.1045,15.759,15.6247,15.6079,15.75111,16.03128,15.30054
17.5168,16.5803,16.344,16.2832,16.2542,16.33304,16.57521,15.94201
16.3018,15.4188,15.1631,15.0708,15.0274,15.1343,15.38339,14.69782
18.2997,17.3803,17.1684,17.0838,17.029,17.13845,17.36755,16.74718
17.7344,16.8192,16.5771,16.4979,16.5051,16.57642,16.81297,16.18616
18.4929,17.5395,17.2386,17.0877,17.0674,17.21879,17.51201,16.78902
17.521,16.6221,16.323,16.2083,16.1689,16.31174,16.58625,15.88171
15.6576,14.7447,14.4747,14.397,14.4346,14.47837,14.72517,14.06499
17.4606,16.4722,16.1734,16.0831,16.0506,16.16812,16.43269,15.74568
18.392,17.4524,17.1501,17.0303,16.9909,17.13769,17.42157,16.71175
17.9368,16.9754,16.6737,16.5565,16.54,16.66105,16.9266,16.23221
17.3996,16.4344,16.1637,16.0333,16.0189,16.14475,16.4128,15.71285
16.9827,15.9682,15.6406,15.5266,15.4626,15.62142,15.91074,15.16595
17.1587,16.1665,15.8723,15.7643,15.712,15.86322,16.13313,15.42957
17.8105,16.8662,16.5628,16.4609,16.4488,16.55263,16.82157,16.12542
17.739,16.8155,16.4792,16.3844,16.3406,16.47397,16.74225,16.04239
17.4514,16.4832,16.2326,16.1234,16.1438,16.21476,16.47247,15.7987
18.25364,17.05917,16.59862,16.44737,16.39764,16.63722,16.98026,16.13404
16.9518,16.0323,15.6639,15.5512,15.5197,15.67409,15.95716,15.21804
17.8343,16.86,16.5898,16.4627,16.4693,16.56735,16.82416,16.14174
17.1628,16.2137,15.8648,15.7373,15.6919,15.86676,16.15616,15.40331
16.9021,16.0159,15.771,15.6822,15.6526,15.74799,15.99001,15.34343
18.001,17.0255,16.6752,16.5028,16.4473,16.64768,16.9681,16.16209
18.0724,17.1146,16.6886,16.5499,16.5191,16.70825,17.01529,16.22881
17.2034,16.2409,15.9077,15.7922,15.7318,15.90904,16.18458,15.46688
17.3645,16.4106,16.0724,15.932,15.8948,16.07034,16.35546,15.60776
